Product,,Reviewer_Name,Reviewer_Location,Review,Review_Date,Review_Time,Rating,good_review,cleaned_reviews,neg,neu,pos,compound,day_of_week,review_hour
Long Distance Friendship Lamp - Wood,166,Shannon,"Ottawa, ON","It was much easier to set up than I thought it would be, there is  k application that goes with the lamp and the web browser controls are not as intuitive or as robust as I was hoping it would be. That said, it works very well and my mother loved the surprise. We use it daily to let each other know we're thinking about them.",2020-05-15,11:43:52,5.0,1,much easy set thought would application go lamp web browser control intuitive robust hoping would say work well mother love surprise use daily let know we're think,0.0,0.56,0.44,0.9382,4,11
Long Distance Friendship Lamp - Wood,167,TB,Ohio,"I can let other family members and friends know that I am thinking about them by tapping the lamp & turning on their lamps, something that is even more meaningful with the stay-at-home orders now in place due to COVID-19.  They can reach out to me, too, and brighten my day. The friendship lamp came with great, detailed instructions for setting up.  It did seem that if you change the outlet you are using, then you must repeat the set-up instructions all over from the beginning.  This isn't a problem, just good to know.",2020-05-12,11:50:10,4.9,1,let family member friend know think tap lamp turn lamps something even meaningful stay-at-home order place due reach brighten day friendship lamp come great detailed instruction set seem change outlet use must repeat set-up instruction begin problem good know,0.051,0.584,0.365,0.9403,1,11
Long Distance Friendship Lamp - Wood,168,Jenn B,Iowa,"Well made, beautiful light colors.  Looks nice as a piece of art.  We have enjoyed it more than I can say.  Other family members are going to buy one so that we can all stay connected across United States.",2020-05-07,19:15:37,5.0,1,well make beautiful light color look nice piece art enjoy say family member go buy one stay connect across united state,0.0,0.519,0.481,0.93,3,19
Long Distance Friendship Lamp - Wood,169,Little sister,"Snohomish, WA","It's a really fun way to let someone know that you're thinking about them and to be able to change the color, almost like communicating with them, especially during Covid-19.",2020-05-18,17:43:27,4.3,1,really fun way let someone know think able change color almost like communicate especially,0.0,0.674,0.326,0.7003,0,17
Long Distance Touch Bracelet Set,170,Ally,Ky,Me and my boyfriend cant text all day since we work. This is perfect for letting each other know we are thinking about one and another through the day.,2020-05-24,16:49:57,5.0,1,boyfriend cant text day since work perfect let know think one another day,0.0,0.764,0.236,0.5719,6,16
Long Distance Touch Bracelet Set,171,Jill,"Worcester, MA","Like I said, we LOVE this product. I felt skeptical getting it because we can be pretty picky but this product is JUST what we needed. Easy to fit, easy to put on and easy to use! We don't always have time to take out our phones and text each other but with the Bond all we have to do is tap three times to say ""I love you"". We even went ahead and made our own little ""morse code"" for fun! You also get to select what color your bond shows which is a great add on if you ask me. A bonus is that we can be connected to this AND a stereo/car radio via bluetooth without any interruption. The app is always getting better and they even just released the secret message chat! Super fun! With the app we count down the days until our next date and can repeat codes sent as a little reminder. It also lasts almost two days without charge which can be great if you are too busy and lose track of time before charging it again (the app also tells you how much battery is left). The EXTRA EXTRA bonus is the ability to be water resistant(proof?). The amount of times we have taken a shower with this thing on AND IT STILL WORKS?! is amazing!!! All I can say is, this product is a MUST HAVE. THANK YOU #sweepstakes",2020-06-10,16:35:20,5.0,1,like say love product felt skeptical get pretty picky product need easy fit easy put easy use always time take phone text bond tap three time say love even go ahead make little morse code fun also get select color bond show great add ask bonus connect stereo/car radio via bluetooth without interruption app always get well even release secret message chat super fun app count day next date repeat code send little reminder also last almost two day without charge great busy lose track time charge app also tell much battery leave extra extra bonus ability water resistant(proof amount time take shower thing still work amazing say product must thank sweepstakes,0.039,0.562,0.399,0.9954,2,16
Long Distance Touch Bracelet Set,172,J+M,"Oxford, MA","This product is a MUST HAVE! My boyfriend and I are inseparable from miles apart! I'm really picky so seeing this product I was expecting not to like it but boy was I wrong! I love this thing! The two of us never have time to text so having our own little morse code while we are busy is an exciting way to feel connected. Tip: three taps= ""I love you""! The company really wants you to have a unique bond and lets you change the color light that shows and the bracelet colors. The app is always improving, it recently came out with the ""secret"" chat room which we adore as well! A fair bonus is that we can connect through bluetooth to both the bonds AND something else like a radio line or speaker. A BONUS BONUS is the water resistance! I can't tell you the amount of times I have forgotten this was on (another great thing about it) and I rushed to take it off worrying it was broken but it's always working. Other reviewers say they are having connection problems? I don't know- something we never had a problem withâ€¦ this product is AMAZING you NEED to get it! #sweepstakes",2020-06-23,17:32:30,5.0,1,product must boyfriend inseparable mile apart i'm really picky see product expect like boy wrong love thing two never time text little morse code busy excite way feel connect tip three tap love company really want unique bond let change color light show bracelet color app always improve recently come secret chat room adore well fair bonus connect bluetooth bond something else like radio line speaker bonus bonus water resistance can't tell amount time forget another great thing rush take worry broken always work reviewer say connection problem know something never problem withâ€¦ product amaze need get sweepstakes,0.117,0.548,0.335,0.9844,1,17
Long Distance Touch Bracelet Set,173,MalÃº,Mexico City,"You let the bracelets charge and use the app to bond your bracelet with the one of you partner, then you just have to follow the instructions to choose a color for your touch (the color you choose will appear in your partners bracelet when you send them a touch) and then you just have to send them touches whenever you want and feel a little bit closer to them.",2020-06-30,19:51:12,5.0,1,let bracelet charge use app bond bracelet one partner follow instruction choose color touch color choose appear partner bracelet send touch send touch whenever want feel little bit closer,0.0,0.956,0.044,0.0772,1,19
Long Distance Touch Bracelet Set,174,red,canada,"I bought this gift for my partner and I, I received it today and the packaging was very nice and cute. i unfortunately cant give much more of a review as we broke up yesterday so..",2020-07-30,19:22:18,4.0,1,buy gift partner receive today packaging nice cute unfortunately cant give much review break yesterday,0.109,0.498,0.394,0.743,3,19
Long Distance Touch Bracelet Set,175,Carley,Ontario,I use this product to feel the touch of my partner who bought kne as well,2020-07-31,09:33:48,5.0,1,use product feel touch partner buy kne well,0.0,0.769,0.231,0.2732,4,9
Long Distance Touch Bracelet Set,176,Anna,Olympia,3 taps is I love you. 2 taps is Everything is OK. 1 long tap is Stop what you are doing and come find me. No more missing sunsets because I didn't see a text. No more carrying groceries by myself because he didn't hear his phone. And way less loneliness when one of us travels. Feeling constantly connected works for us.,2020-07-31,15:06:06,5.0,1,tap love tap everything ok long tap stop come find missing sunset see text carry grocery hear phone way less loneliness one travel feel constantly connect work,0.196,0.623,0.181,0.1263,4,15
Long Distance Touch Bracelet Set,177,somebody,"Mesa, Az","I've Got nothing but great remarks here. This product does what it says and was easy to get started, easier to use.",2020-05-26,01:51:12,5.0,1,i've get nothing great remark product say easy get start easy use,0.182,0.497,0.321,0.3624,1,1
Long Distance Touch Bracelet Set,178,Brandon,"Pensacola, FL",Perfect for staying connected.,2020-05-21,16:07:53,5.0,1,perfect staying connect,0.0,0.351,0.649,0.5719,3,16
Long Distance Touch Bracelet Set,179,Atiqah,Singapore,"Even though me and my bf both live in Singapore (very tiny island), I bought this for us so that we could constantly get reminded of each other's presence. I'm a nurse and always too busy to reply to his texts. Sometimes when I finally get a chance to reply, something at work comes up and I have to stop texting. For the 2-3 months that we've used the bod bracelet, it's been really fun and it's been giving us comfort to know that we're thinking of each other despite being so busy. But now my bond won't even charge. I bought a new charger thinking that the charger was faulty but I've tried my bf's charger on my bond and it's still not charging. I'm very disappointed because I spent a lot of money on this and now I can't even use it after only 2-3 months.",2020-08-01,02:09:37,3.0,0,even though bf live singapore tiny island buy could constantly get reminded other's presence i'm nurse always busy reply text sometimes finally get chance reply something work come stop texting month we've use bod bracelet really fun give comfort know we're think despite busy bond even charge buy new charger thinking charger faulty i've try bf's charger bond still charge i'm disappointed spent lot money can't even use month,0.096,0.798,0.106,0.1918,5,2
Mandala Wind Spinner,180,basketlady88,New Jersey,It's hanging from the branch of a tree near our patio.,2020-08-04,13:34:01,4.1,1,hang branch tree near patio,0.0,1.0,0.0,0.0,1,13
Mandala Wind Spinner,181,mlwats,"Greensburg, PA",This hangs in the garden.,2020-06-16,15:25:10,5.0,1,hang garden,0.0,1.0,0.0,0.0,1,15
Mandala Wind Spinner,182,Leap4artnc,Pinehurst NC,This hangs in my garden and I can see it from my bedroom. It is gorgeous. I have a second one that I need to put up. It always puts me in a good mood.,2020-06-19,20:12:51,5.0,1,hang garden see bedroom gorgeous second one need put always puts good mood,0.0,0.615,0.385,0.7845,4,20
Mandala Wind Spinner,183,Kat,"Vancouver, BC",This was a gift so I don't know how it works except that the recipient liked it.,2020-06-23,11:23:45,5.0,1,gift know work except recipient like,0.0,0.426,0.574,0.6597,1,11
Mandala Wind Spinner,184,LinnÃ©,"Roseville, CA",My mom hung this up in her back porch area overlooking her backyard and garden. On a hook to have the ability to catch all the wind and breeze.,2020-06-25,18:41:32,4.0,1,mom hung back porch area overlook backyard garden hook ability catch wind breeze,0.0,0.839,0.161,0.3182,3,18
Mandala Wind Spinner,185,Juju,Colorado,Makes a beautiful and unique gift!,2020-06-17,15:33:54,4.0,1,make beautiful unique gift,0.0,0.227,0.773,0.7783,2,15
Mandala Wind Spinner,186,Deb,Tennessee,Hanging flat on glass door,2020-07-08,14:35:12,5.0,1,hang flat glass door,0.0,1.0,0.0,0.0,2,14
Mandala Wind Spinner,187,C'MO,Williamsville  NY,"The spinner was a spectacular addition to my patio and a tremendous gift. I find it mesmerizing,and colorful. It is very easy to set up and hang.",2020-07-08,15:50:52,5.0,1,"spinner spectacular addition patio tremendous gift find mesmerizing,and colorful easy set hang",0.0,0.633,0.367,0.7003,2,15
Mandala Wind Spinner,188,T-fo,"Santa Cruz, CA","It's mesmerizing and beautiful.  When it spins in the afternoon, it even casts reflective sparkles inside (it's hanging from a covered porch).",2020-07-18,23:39:52,5.0,1,mesmerize beautiful spin afternoon even cast reflective sparkle inside hang cover porch,0.0,0.599,0.401,0.7717,5,23
Mandala Wind Spinner,189,Becky,"Lake Fork, Texas",This wind spinner was an eye catching & beautiful addition to our yard.,2020-06-25,23:09:59,4.4,1,wind spinner eye catch beautiful addition yard,0.0,0.606,0.394,0.5994,3,23
Metal Bird Sculptures,190,Kamila,"Washington, DC","Place it in pots with flowers, eventually will stick it in a tree! It is just so beautiful!",2020-06-20,13:42:42,5.0,1,place pot flower eventually stick tree beautiful,0.0,0.606,0.394,0.5994,5,13
Metal Bird Sculptures,191,GMO Sheri,Minneapolis MN,We thought the designs were beautiful.  Very unique and great quality,2020-07-15,14:22:36,5.0,1,think design beautiful unique great quality,0.0,0.333,0.667,0.8402,2,14
Metal Bird Sculptures,192,Swimmer 49,Corvallis Oregon,"Anchored to newel post on deck, near hummer feeder",2020-06-25,04:44:45,5.0,1,anchor newel post deck near hummer feeder,0.0,1.0,0.0,0.0,3,4
Metal Bird Sculptures,193,Keri,"Apple Valley, MN",This made a perfect father's day gift for a gentleman that loves birds.  Like most of Uncommon Goods' goods it is unique in a very positive way.  Attractive and delightful as we see the hummingbird drinking from the feeder.  Several friends that saw it have put it on their list of future gifts.,2020-06-26,18:24:12,5.0,1,make perfect father's day gift gentleman love bird like uncommon good good unique positive way attractive delightful see hummingbird drink feeder several friend saw put list future gift,0.0,0.324,0.676,0.9877,4,18
Metal Bird Sculptures,194,OB,"Corona, California","Front yard , back yard, porch are all good.
Durable and handsome. Perfect & unique gift!",2020-07-01,21:36:55,5.0,1,"front yard back yard porch good.
durable handsome perfect unique gift",0.0,0.355,0.645,0.9136,2,21
Metal Bird Sculptures,195,Jen,New Mexico,"My dad loved it. I haven't seen family for a long time due to the virus so it was nice to send him something he would really enjoy.
#sweepstakes",2020-07-04,23:08:28,5.0,1,"dad love see family long time due virus nice send something would really enjoy.
#sweepstakes",0.0,0.533,0.467,0.8883,5,23
Metal Bird Sculptures,196,Katy,Oregon,Love this! Such a great gift. Looks great in the yard.,2020-07-14,16:00:41,5.0,1,love great gift look great yard,0.0,0.116,0.884,0.946,1,16
Metal Bird Sculptures,197,Katie,"Detroit, MI",My dad loved this and said it's great for his front courtyard at his condo!,2020-07-16,11:37:14,4.8,1,dad love say great front courtyard condo,0.0,0.376,0.624,0.8519,3,11
Metal Bird Sculptures,198,Owl lover,Massachusetts,The owl is well made. It was placed on a tree that got to be too shaded as the leaves filled is so it is only visible when the light hits it just right in the afternoon. It will be more visible in the fall through next April.  Recommend trying it out in different spots before hammering it into a tree.  It is difficult to remove from the tree once hammered into place securely.  I will definitely purchase another metal bird sculpture from this artist.,2020-06-16,10:21:02,5.0,1,owl well make place tree get shaded leaf fill visible light hit right afternoon visible fall next april recommend try different spot hammer tree difficult remove tree hammer place securely definitely purchase another metal bird sculpture artist,0.057,0.724,0.219,0.7351,1,10
Metal Bird Sculptures,199,Chandler,"Tuckerton, NJ",She attached this to a beautiful tree in her backyard,2020-07-16,23:26:50,4.8,1,attach beautiful tree backyard,0.0,0.435,0.565,0.5994,3,23
Mindful Breathing Necklace,200,Michele,"Berkeley Heights, NJ",Great for everyday use and reflection.,2020-05-01,14:11:46,5.0,1,great everyday use reflection,0.0,0.423,0.577,0.6249,4,14
Mindful Breathing Necklace,201,Mama Nuge,VT,The whistle helped me find my center in mediation and helped me remember to be mindful of stress throughout the day.,2020-02-25,14:20:50,4.8,1,whistle help find center mediation help remember mindful stress throughout day,0.173,0.494,0.333,0.3818,1,14
Mindful Breathing Necklace,202,Shae,Massachusetts,"You breathe into it slowly, it feels as though you are blowing into a whistle. It let's out a very faint sound however, nothing so violent as a whistle. It helps to get your breathing concentration heightened. It's quite beautiful but to be honest, for the price the chain should have been better.",2020-01-01,02:46:48,5.0,1,breathe slowly feel though blow whistle let's faint sound however nothing violent whistle help get breathing concentration heighten quite beautiful honest price chain well,0.066,0.554,0.38,0.8947,2,2
Mindful Breathing Necklace,203,JzDoIt Doc,ohio,"I wear to work, and when I find the fast pace getting to me, I can sit down, or set aside for a minute and breath.  I like the beautiful pull out picture that came with it.  I use it to focus and relax.",2020-01-01,23:20:01,5.0,1,wear work find fast pace get sit set aside minute breath like beautiful pull picture come use focus relax,0.0,0.632,0.368,0.8519,2,23
Mindful Breathing Necklace,204,Kathy,Cincinnati,"If you follow the instructions included, this will work. It is calming and helps regulate your breathing. If you have issues with hyperventilating due to anxiety or you find yourself forgetting to breathe when stressed, give this a try. People who are complaining about noise aren't using it properly. It is totally silent. You breathe in through your nose and you exhale (not blow) through the end of the necklace. If you hear a sound, exhale slower. It's amazing.",2020-01-14,23:07:56,5.0,1,follow instruction include work calming help regulate breathe issue hyperventilate due anxiety find forget breathe stress give try people complain noise use properly totally silent breathe nose exhale blow end necklace hear sound exhale slow amazing,0.189,0.616,0.195,0.3182,1,23
Mindful Breathing Necklace,205,Megan,Tampa,"I have used this product anytime I have a craving to smoke  an e cig. Best part....it took less then a week before I truly was using it for it's real purpose (which is what cigarettes stupidly hid from me for decades)  just a deep breath or two is all I need occasionally now. To re-center, think, ""escape"". Best thing ever!",2020-01-25,03:44:06,4.0,1,use product anytime crave smoke cig best part....it take less week truly use real purpose cigarette stupidly hide decade deep breath two need occasionally re-center think escape best thing ever,0.114,0.583,0.303,0.8298,5,3
Mindful Breathing Necklace,206,Fiona,Boston,As I said - it was a gift so I have not used it.  The recipient loves it,2020-02-19,19:44:36,4.2,1,say gift use recipient love,0.0,0.297,0.703,0.7964,2,19
Mindful Breathing Necklace,207,Ostrich,Florida,Given to a friend who is happy to have it available for anxiety attacks.,2020-02-24,20:36:11,2.0,0,give friend happy available anxiety attack,0.35,0.146,0.504,0.4767,0,20
Mindful Breathing Necklace,208,Ange the Yogi,Phoenix Az,My daughter wears it to school and uses it as a coping mechanism for anxiety. Liked it so much i bought one for myself!,2020-01-11,13:53:36,4.0,1,daughter wear school use cop mechanism anxiety like much buy one,0.129,0.682,0.189,0.2023,5,13
Mindful Breathing Necklace,209,Joe,Reno,I love the concept! It's nice to have something constantly reminding one to breathe. What I didn't realize is that it's literally just a hollow cylinder with the diameter of about a thick straw that you breathe through. Still works though. #sweepstakes,2020-05-15,23:35:18,5.0,1,love concept nice something constantly remind one breathe realize literally hollow cylinder diameter thick straw breathe still work though sweepstakes,0.0,0.72,0.28,0.7906,4,23
My Life Story - So Far,210,Deech,"Syracuse, New York",Thought it would be a good idea to give to my 7 month and 2 year old to write down memories that they will appreciate someday. Once their old enough they can add to it themselves.,2020-04-23,11:14:30,5.0,1,thought would good idea give month year old write memory appreciate someday old enough add,0.0,0.699,0.301,0.6808,3,11
My Life Story - So Far,211,Sentimental over family,"Charlotte, NC",This journal is a fantastic way to get started documenting the highlights of life! Bought for each of my grandparents and my hudband's parents during the pandemic to serve as a) a history book for future generations and b) something for them to focus their energy on while at home.,2020-07-29,11:06:03,5.0,1,journal fantastic way get start document highlight life buy grandparent hudband's parent pandemic serve history book future generation something focus energy home,0.0,0.701,0.299,0.7964,2,11
My Life Story - So Far,212,Daniel,"Jackson, MO",Perfect gift for my mom! She loves these kinds of things and is always talking about wanting to have some way to leave something for us kids when she passes. I bought her this for mothers day and she absolutely loves it! It was great quality and very cute! #sweepstakes,2020-07-17,10:11:09,4.6,1,perfect gift mom love kind thing always talk want way leave something kid pass buy mother day absolutely love great quality cute sweepstakes,0.028,0.331,0.64,0.9796,4,10
My Life Story - So Far,213,Grrmonkee,"Branford, CT",My sister is using this to record a timeline of her life for her son.,2020-05-20,01:05:42,4.6,1,sister use record timeline life son,0.0,1.0,0.0,0.0,2,1
My Life Story - So Far,214,Ebby,"Orem, UT",Perfect for my father who is a grand father now!,2020-05-13,00:43:48,5.0,1,perfect father grand father,0.0,0.23,0.77,0.7717,2,0
My Life Story - So Far,215,James,Dallas,Lots of topics to elaborate on. The format is great. Unfortunately though I am single and a good portion of the book asks you to elaborate on your partner in life. So many pages will be left blank.,2020-05-06,13:09:28,5.0,1,lot topic elaborate format great unfortunately though single good portion book ask elaborate partner life many page leave blank,0.141,0.586,0.273,0.6597,2,13
My Life Story - So Far,216,Riggs,"Columbia, SC","I ordered this for my mother for Mother's Day.  She loves it, and I'm excited to read what she has to share with us.  I plan to hand this down to my daughter one day too.  I may even buy one for myself.",2020-05-06,12:38:28,5.0,1,order mother mother's day love i'm excite read share plan hand daughter one day may even buy one,0.0,0.524,0.476,0.9136,2,12
My Life Story - So Far,217,Deech,"Syracuse, New York",Thought it would be a good idea to give to my 7 month and 2 year old to write down memories that they will appreciate someday. Once their old enough they can add to it themselves.,2020-04-23,11:14:30,5.0,1,thought would good idea give month year old write memory appreciate someday old enough add,0.0,0.699,0.301,0.6808,3,11
My Life Story - So Far,218,Sarge,"Canton, Ohio","I bought this for my brother's birthday. I've been trying to get him to write a book of his life, but he keeps telling me he can't find the words. This is a great way to help him to chronicle all his been through. Want to have this for his daughter.",2020-07-22,14:19:43,4.8,1,buy brother's birthday i've try get write book life keep tell can't find word great way help chronicle want daughter,0.136,0.7,0.165,-0.0757,2,14
My Life Story - So Far,219,Diane,Evanston IL,"I wanted my Goddaughter to remember her years in grade and middle school, so this seemed like an appropriate way to guide the reflection and recording of those memories.",2020-07-22,17:01:38,4.8,1,want goddaughter remember year grade middle school seem like appropriate way guide reflection record memory,0.0,0.774,0.226,0.4215,2,17
New York Times Custom Birthday Book,220,Baby Steps,Miami,Some of the pages have very small letters and you need to use an magnifying ruler that comes with the book to read them.,2020-07-02,12:41:23,5.0,1,page small letter need use magnify ruler come book read,0.0,1.0,0.0,0.0,3,12
New York Times Custom Birthday Book,221,Madeline,"Chapel Hill, NC","The book was larger than I expected, but so well made and lovely in appearance. Not only did it include the front pages from every year since my Dad's birthday, but it also included front pages of historical events from the past two years. I was nervous about the small print of the newspapers, but it even came with a magnifying strip that can be used!",2020-08-03,23:52:53,4.6,1,book large expect well make lovely appearance include front page every year since dad's birthday also include front page historical event past two year nervous small print newspaper even come magnify strip use,0.055,0.789,0.155,0.5859,0,23
New York Times Custom Birthday Book,222,Robin,New York,"This is a precious one of a kind keepsake, definitely a coffee table book, with the personal
Inscription a constant reminder of how important the recipient is to the gift giver!!",2020-07-29,13:49:17,4.8,1,"precious one kind keepsake definitely coffee table book personal
inscription constant reminder important recipient gift giver",0.0,0.372,0.628,0.9423,2,13
New York Times Custom Birthday Book,223,Joysie from Joysie,Woodstock NY,"My husband is obsessed with the news and history.  He even got me to take the NY Times weekly quiz and has become competitive about it! He helps me study the night before the quiz by reviewing the news. He is fascinated  when the news airs ""This Week in History."" .  He watches the History Channel.  So I thought a book with front page news of all his birthdays is THE MOST PERFECT  gift for him.",2020-07-24,17:21:41,5.0,1,husband obsess news history even get take ny time weekly quiz become competitive help study night quiz review news fascinate news air week history watch history channel think book front page news birthday perfect gift,0.044,0.639,0.317,0.9081,4,17
New York Times Custom Birthday Book,224,Tennis 1968,"Purcell, OK",I plan on buying more for birthday gifts for Generation X ers.,2020-07-24,14:12:25,4.7,1,plan buy birthday gift generation er,0.0,0.633,0.367,0.4404,4,14
New York Times Custom Birthday Book,225,DW,Lafayette CA,Great imaginative idea for gift.,2020-07-23,18:14:51,4.7,1,great imaginative idea gift,0.0,0.222,0.778,0.7906,3,18
New York Times Custom Birthday Book,226,Suzy sews,Florida,Great historical read,2020-07-23,13:42:46,4.5,1,great historical read,0.0,0.328,0.672,0.6249,3,13
New York Times Custom Birthday Book,227,Tess,Philadelphia,"I was so excited to receive the birthday book, until I received it and realized that I must have typed the date incorrectly. There is no way to check the customized details after you place your order, so I had no idea there was an issue until I unwrapped the package just now, a month after ordering. I am shocked I mis-typed my dad's birthday-- I obviously know the correct day and have for a long time... but typos happen so TRIPLE CHECK before you place the order! Don't end up like me... with a beautiful and expensive book that is not usable.",2020-06-25,15:27:20,5.0,1,excited receive birthday book receive realize must type date incorrectly way check customize detail place order idea issue unwrapped package month order shock mis-typed dad's birthday obviously know correct day long time typo happen triple check place order end like beautiful expensive book usable,0.051,0.778,0.171,0.7351,3,15
New York Times Custom Birthday Book,228,Misty,"Sterling Heights, Michigan",Na,2020-07-17,22:29:49,5.0,1,na,0.0,1.0,0.0,0.0,4,22
New York Times Custom Birthday Book,229,Jason,"Brighton, Colorado","My mom loved reading through the headlines of the N.Y. times on her birthday's through the years. My mom said she loved the ability to reference all important historical events in a guide at the end of the book. My mom's only complaint was that she couldn't read the full stories because the book is only a collection of front pages so no complete articles, but she thought this was only a minor thing.",2020-06-25,14:42:00,5.0,1,mom love read headline n.y time birthday's year mom say love ability reference important historical event guide end book mom's complaint read full story book collection front page complete article think minor thing,0.052,0.656,0.293,0.8834,3,14
New York Times Custom Front Page Puzzle,230,mindfuljeans,Chicago IL,"This is a quality gift and is well-made! My boyfriend's mom loves puzzles and finds them therapeutic to do on her own. When her birthday came up, I knew this was going to be a great gift. It is a relevant birthday gift given that I purchased the NYT cover of the day she was born. It does look like it is a bit daunting to put together but because she is a puzzler she is all about it. It also comes with a poster-sized printout of the front page so you have something to reference. Overall a thoughtful and great gift for the right person. #sweepstakes",2020-07-18,13:13:24,5.0,1,quality gift well-made boyfriend's mom love puzzle find therapeutic birthday come knew go great gift relevant birthday gift give purchased nyt cover day born look like bit daunt put together puzzler also come poster-sized printout front page something reference overall thoughtful great gift right person sweepstakes,0.0,0.56,0.44,0.9819,5,13
New York Times Custom Front Page Puzzle,231,Dan the Marine,"Dallas, TX",This was a fathers day gift for my husband.  My husband is an active duty Marine of 27 years who is retiring soon.  For fathers day this year with quarantine happening I wanted a gift that would give him something to do while being meaningful at the same time.  I choose to get him the puzzle of a front page newspaper article. The article was the front page of the New York Times which was the raising of the flag at Iwo Jima.  For those that want to see it go to this site!!  My husband loved it and it became a family project to put it together.  We have since glued this and put it in a frame and it is the coolest picture and conversation piece ever.  I would buy this time and again and would recommend this to anyone!!,2020-08-03,14:01:57,5.0,1,father day gift husband husband active duty marine year retire soon father day year quarantine happen want gift would give something meaningful time choose get puzzle front page newspaper article article front page new york time raise flag iwo jima want see go site husband love become family project put together since glue put frame cool picture conversation piece ever would buy time would recommend anyone,0.0,0.718,0.282,0.9607,0,14
New York Times Custom Front Page Puzzle,232,Meg,"Sagamore Hills, ohio",Great gift idea for those who have everything and are hard to buy for!,2020-07-30,11:01:38,4.7,1,great gift idea everything hard buy,0.123,0.263,0.614,0.765,3,11
New York Times Custom Front Page Puzzle,233,Tex,"Waldwick, NJ",I didn't use it or see it used so NA,2020-07-29,23:22:38,4.8,1,use see use na,0.0,1.0,0.0,0.0,2,23
New York Times Custom Front Page Puzzle,234,Kat,Houston,My son plans to frame this puzzle and hang it in his news journalism office.,2020-07-29,11:17:23,5.0,1,son plan frame puzzle hang news journalism office,0.0,1.0,0.0,0.0,2,11
New York Times Custom Front Page Puzzle,235,Happy gardener,Cape Cod,Fun and informative,2020-07-16,11:00:24,5.0,1,fun informative,0.0,0.233,0.767,0.5106,3,11
New York Times Custom Front Page Puzzle,236,Jacki,"Akron, OH",Bought this as a gift for my husband's birthday and for my father-in-law's 80th birthday. Both of the were excited to see what happened the day they were born.,2020-07-23,15:07:01,4.8,1,buy gift husband's birthday father-in-law's birthday excite see happen day bear,0.0,0.6,0.4,0.7184,3,15
New York Times Custom Front Page Puzzle,237,Ed,"South of Boston, MA","I have only positive things to say about this puzzle. It will not only be fun for the entire family to enjoy on their vacation, but it will also provide a chance for them to reminisce about the headlines from 50 years ago.",2020-07-22,20:26:49,5.0,1,positive thing say puzzle fun entire family enjoy vacation also provide chance reminisce headline year ago,0.0,0.498,0.502,0.9022,2,20
New York Times Custom Front Page Puzzle,238,NYT fan,"Phoenix, AZ","This puzzle brought hours/days worth of amusement to my Father-In-Law. He and his wife quarantined strictly during the pandemic, and this was a bright spot for him, for sure!",2020-07-18,21:59:45,5.0,1,puzzle bring hours/days worth amusement father-in-law wife quarantine strictly pandemic bright spot sure,0.0,0.484,0.516,0.8225,5,21
New York Times Custom Front Page Puzzle,239,Jana,Washington DC,Seems wonderful to them,2020-07-29,09:02:34,4.7,1,seem wonderful,0.0,0.213,0.787,0.5719,2,9
Ocean Sand Art,240,Laura G,"Carrollton, TX","It's just beautiful,  and soothing.   Never the same thing twice.   Excellent construction.   Will recommend to others.  My boss who b is leaving will defiantly enjoy it!",2020-03-28,21:34:49,5.0,1,beautiful soothe never thing twice excellent construction recommend others bos leave defiantly enjoy,0.18,0.3,0.519,0.8361,5,21
Ocean Sand Art,241,Reiki Addict,"Rochester, MN",I bought the smaller size and I am delighted with this purchase.  Highly recommend!,2020-06-01,16:19:15,5.0,1,bought small size delight purchase highly recommend,0.0,0.428,0.572,0.7713,0,16
Ocean Sand Art,242,emmettsmon,Northampton ma,A birthday gift.,2020-01-17,12:20:01,5.0,1,birthday gift,0.0,0.256,0.744,0.4404,4,12
Ocean Sand Art,243,Clare74,"Leesburg, VA",Display,2020-01-28,11:30:23,5.0,1,display,0.0,1.0,0.0,0.0,1,11
Ocean Sand Art,244,Suzy,Delray Beach,"I use this when I want to enjoy the soothing movement of sand, sparkles and water.",2020-07-11,11:30:49,5.0,1,use want enjoy soothe movement sand sparkle water,0.0,0.29,0.71,0.8316,5,11
Ocean Sand Art,245,Mom,"Summerfield, NC","Sits on the kitchen island, so I can see it often.",2020-07-11,11:50:39,4.3,1,sits kitchen island see often,0.0,1.0,0.0,0.0,5,11
Ocean Sand Art,246,Nadia,Florida,My friend loved this gift. Says she can't stop looking at it. A different pattern every time,2020-07-26,11:54:39,4.7,1,friend love gift say can't stop look different pattern every time,0.0,0.365,0.635,0.904,6,11
Ocean Sand Art,247,Jenny,"Kaysville, Utah","Well made, great detailed instructions on how to maintain and use. Beautiful sand colors, and love the patterns it creates! Very enjoyable to watch.",2020-08-03,19:43:40,4.6,1,well make great detailed instruction maintain use beautiful sand color love pattern create enjoyable watch,0.0,0.318,0.682,0.9601,0,19
Ocean Sand Art,248,Artlover,North Carolina,This product sits on my mom's desk and prompts her to slow down when she is overwhelmed with work or life circumstances. It reminds her of the ocean which is a peaceful place for her.,2020-06-27,20:05:18,5.0,1,product sit mom's desk prompt slow overwhelm work life circumstance remind ocean peaceful place,0.101,0.71,0.189,0.3612,5,20
